,value,group
3171,0.49,Vegetables and Vegetable Products
3172,0.29,Vegetables and Vegetable Products
3173,0.22,Vegetables and Vegetable Products
3174,0.29,Vegetables and Vegetable Products
3175,0.37,Vegetables and Vegetable Products
3176,0.34,Vegetables and Vegetable Products
3177,0.29,Vegetables and Vegetable Products
3178,0.24,Vegetables and Vegetable Products
3179,0.32,Vegetables and Vegetable Products
3180,0.33,Vegetables and Vegetable Products
3181,0.21,Vegetables and Vegetable Products
3182,0.2,Vegetables and Vegetable Products
3183,0.26,Vegetables and Vegetable Products
3184,0.13,Vegetables and Vegetable Products
3185,0.17,Vegetables and Vegetable Products
3186,0.11,Vegetables and Vegetable Products
3187,0.15,Vegetables and Vegetable Products
3188,0.13,Vegetables and Vegetable Products
3189,0.17,Vegetables and Vegetable Products
3190,0.12,Vegetables and Vegetable Products
3191,0.13,Vegetables and Vegetable Products
3192,0.15,Vegetables and Vegetable Products
3193,0.1,Vegetables and Vegetable Products
3194,0.19,Vegetables and Vegetable Products
3195,0.2,Vegetables and Vegetable Products
3196,0.61,Vegetables and Vegetable Products
3197,0.63,Vegetables and Vegetable Products
3198,0.43,Vegetables and Vegetable Products
3199,0.5,Vegetables and Vegetable Products
3200,0.47,Vegetables and Vegetable Products
3201,0.45,Vegetables and Vegetable Products
3202,0.18,Vegetables and Vegetable Products
3203,0.16,Vegetables and Vegetable Products
3205,0.26,Vegetables and Vegetable Products
3206,0.3,Vegetables and Vegetable Products
3207,0.32,Vegetables and Vegetable Products
3208,0.2,Vegetables and Vegetable Products
3209,0.18,Vegetables and Vegetable Products
3210,0.21,Vegetables and Vegetable Products
3211,0.31,Vegetables and Vegetable Products
3212,0.3,Vegetables and Vegetable Products
3213,0.23,Vegetables and Vegetable Products
3214,0.27,Vegetables and Vegetable Products
3215,0.41,Vegetables and Vegetable Products
3216,0.21,Vegetables and Vegetable Products
3217,0.51,Vegetables and Vegetable Products
3218,0.54,Vegetables and Vegetable Products
3219,0.09,Vegetables and Vegetable Products
3220,0.1,Vegetables and Vegetable Products
3221,0.07,Vegetables and Vegetable Products
3222,0.17,Vegetables and Vegetable Products
3223,0.14,Vegetables and Vegetable Products
3224,0.12,Vegetables and Vegetable Products
3225,0.17,Vegetables and Vegetable Products
3226,0.13,Vegetables and Vegetable Products
3227,0.11,Vegetables and Vegetable Products
3228,0.63,Vegetables and Vegetable Products
3229,0.36,Vegetables and Vegetable Products
3230,1.71,Vegetables and Vegetable Products
3231,0.22,Vegetables and Vegetable Products
3232,0.21,Vegetables and Vegetable Products
3233,0.23,Vegetables and Vegetable Products
3234,0.36,Vegetables and Vegetable Products
3235,0.28,Vegetables and Vegetable Products
3236,0.19,Vegetables and Vegetable Products
3237,0.31,Vegetables and Vegetable Products
3238,0.27,Vegetables and Vegetable Products
3239,0.12,Vegetables and Vegetable Products
3240,0.14,Vegetables and Vegetable Products
3241,0.2,Vegetables and Vegetable Products
3242,0.19,Vegetables and Vegetable Products
3243,0.14,Vegetables and Vegetable Products
3244,0.23,Vegetables and Vegetable Products
3245,0.17,Vegetables and Vegetable Products
3246,0.41,Vegetables and Vegetable Products
3247,0.16,Vegetables and Vegetable Products
3248,0.37,Vegetables and Vegetable Products
3249,0.12,Vegetables and Vegetable Products
3250,0.51,Vegetables and Vegetable Products
3251,0.41,Vegetables and Vegetable Products
3252,0.45,Vegetables and Vegetable Products
3253,0.49,Vegetables and Vegetable Products
3254,0.12,Vegetables and Vegetable Products
3255,0.43,Vegetables and Vegetable Products
3256,0.5,Vegetables and Vegetable Products
3257,0.38,Vegetables and Vegetable Products
3258,0.11,Vegetables and Vegetable Products
3259,0.61,Vegetables and Vegetable Products
3260,0.59,Vegetables and Vegetable Products
3261,0.39,Vegetables and Vegetable Products
3262,0.28,Vegetables and Vegetable Products
3263,1.28,Vegetables and Vegetable Products
3264,1.39,Vegetables and Vegetable Products
3265,0.24,Vegetables and Vegetable Products
3266,0.2,Vegetables and Vegetable Products
3267,0.16,Vegetables and Vegetable Products
3268,0.15,Vegetables and Vegetable Products
3269,0.23,Vegetables and Vegetable Products
3270,0.26,Vegetables and Vegetable Products
3271,0.2,Vegetables and Vegetable Products
3272,0.22,Vegetables and Vegetable Products
3273,5.12,Vegetables and Vegetable Products
3274,0.2,Vegetables and Vegetable Products
3275,0.17,Vegetables and Vegetable Products
3276,1.15,Vegetables and Vegetable Products
3277,0.45,Vegetables and Vegetable Products
3278,0.42,Vegetables and Vegetable Products
3279,0.37,Vegetables and Vegetable Products
3280,0.24,Vegetables and Vegetable Products
3281,0.66,Vegetables and Vegetable Products
3282,6.11,Vegetables and Vegetable Products
3283,0.28,Vegetables and Vegetable Products
3284,0.34,Vegetables and Vegetable Products
3285,2.41,Vegetables and Vegetable Products
3286,0.13,Vegetables and Vegetable Products
3287,1.93,Vegetables and Vegetable Products
3288,0.29,Vegetables and Vegetable Products
3289,0.39,Vegetables and Vegetable Products
3290,0.21,Vegetables and Vegetable Products
3291,0.22,Vegetables and Vegetable Products
3292,0.19,Vegetables and Vegetable Products
3293,0.16,Vegetables and Vegetable Products
3294,0.34,Vegetables and Vegetable Products
3295,0.5,Vegetables and Vegetable Products
3296,0.17,Vegetables and Vegetable Products
3297,0.18,Vegetables and Vegetable Products
3298,0.48,Vegetables and Vegetable Products
3299,0.28,Vegetables and Vegetable Products
3300,0.85,Vegetables and Vegetable Products
3301,0.17,Vegetables and Vegetable Products
3302,0.18,Vegetables and Vegetable Products
3303,5.8,Vegetables and Vegetable Products
3304,0.2,Vegetables and Vegetable Products
3305,2.0,Vegetables and Vegetable Products
3306,0.38,Vegetables and Vegetable Products
3307,0.3,Vegetables and Vegetable Products
3308,0.3,Vegetables and Vegetable Products
3309,0.7,Vegetables and Vegetable Products
3310,0.36,Vegetables and Vegetable Products
3311,0.36,Vegetables and Vegetable Products
3312,0.56,Vegetables and Vegetable Products
3313,0.4,Vegetables and Vegetable Products
3314,1.57,Vegetables and Vegetable Products
3315,0.27,Vegetables and Vegetable Products
3316,0.14,Vegetables and Vegetable Products
3317,0.28,Vegetables and Vegetable Products
3318,0.63,Vegetables and Vegetable Products
3319,0.71,Vegetables and Vegetable Products
3320,0.88,Vegetables and Vegetable Products
3321,0.22,Vegetables and Vegetable Products
3322,0.4,Vegetables and Vegetable Products
3323,0.36,Vegetables and Vegetable Products
3324,0.6,Vegetables and Vegetable Products
3325,0.47,Vegetables and Vegetable Products
3326,0.41,Vegetables and Vegetable Products
3327,0.3,Vegetables and Vegetable Products
3328,0.77,Vegetables and Vegetable Products
3329,0.47,Vegetables and Vegetable Products
3330,0.44,Vegetables and Vegetable Products
3331,0.79,Vegetables and Vegetable Products
3332,0.64,Vegetables and Vegetable Products
3333,0.55,Vegetables and Vegetable Products
3334,0.74,Vegetables and Vegetable Products
3335,0.47,Vegetables and Vegetable Products
3336,0.97,Vegetables and Vegetable Products
3337,0.69,Vegetables and Vegetable Products
3338,0.17,Vegetables and Vegetable Products
3339,0.24,Vegetables and Vegetable Products
3340,0.25,Vegetables and Vegetable Products
3341,0.36,Vegetables and Vegetable Products
3342,0.36,Vegetables and Vegetable Products
3343,0.2,Vegetables and Vegetable Products
3344,0.2,Vegetables and Vegetable Products
3345,0.2,Vegetables and Vegetable Products
3346,0.2,Vegetables and Vegetable Products
3347,0.26,Vegetables and Vegetable Products
3348,0.24,Vegetables and Vegetable Products
3349,0.48,Vegetables and Vegetable Products
3350,0.48,Vegetables and Vegetable Products
3351,0.35,Vegetables and Vegetable Products
3352,0.23,Vegetables and Vegetable Products
3353,0.5,Vegetables and Vegetable Products
3354,0.22,Vegetables and Vegetable Products
3355,0.47,Vegetables and Vegetable Products
3356,0.4,Vegetables and Vegetable Products
3357,0.4,Vegetables and Vegetable Products
3358,0.4,Vegetables and Vegetable Products
3359,0.45,Vegetables and Vegetable Products
3360,0.28,Vegetables and Vegetable Products
3361,0.3,Vegetables and Vegetable Products
3362,0.33,Vegetables and Vegetable Products
3363,0.24,Vegetables and Vegetable Products
3364,0.38,Vegetables and Vegetable Products
3365,0.09,Vegetables and Vegetable Products
3366,0.18,Vegetables and Vegetable Products
3367,0.18,Vegetables and Vegetable Products
3368,0.2,Vegetables and Vegetable Products
3369,0.25,Vegetables and Vegetable Products
3370,0.23,Vegetables and Vegetable Products
3371,0.17,Vegetables and Vegetable Products
3372,0.18,Vegetables and Vegetable Products
3373,0.18,Vegetables and Vegetable Products
3374,0.2,Vegetables and Vegetable Products
3375,0.29,Vegetables and Vegetable Products
3376,0.26,Vegetables and Vegetable Products
3377,0.35,Vegetables and Vegetable Products
3378,0.17,Vegetables and Vegetable Products
3379,0.13,Vegetables and Vegetable Products
3380,0.2,Vegetables and Vegetable Products
3381,0.14,Vegetables and Vegetable Products
3382,0.33,Vegetables and Vegetable Products
3383,0.31,Vegetables and Vegetable Products
3384,0.2,Vegetables and Vegetable Products
3385,0.23,Vegetables and Vegetable Products
3386,0.27,Vegetables and Vegetable Products
3387,0.62,Vegetables and Vegetable Products
3388,0.39,Vegetables and Vegetable Products
3389,0.53,Vegetables and Vegetable Products
3390,0.46,Vegetables and Vegetable Products
3391,0.63,Vegetables and Vegetable Products
3392,0.63,Vegetables and Vegetable Products
3393,1.03,Vegetables and Vegetable Products
3394,1.42,Vegetables and Vegetable Products
3395,0.24,Vegetables and Vegetable Products
3396,0.24,Vegetables and Vegetable Products
3397,0.15,Vegetables and Vegetable Products
3398,0.28,Vegetables and Vegetable Products
3399,0.12,Vegetables and Vegetable Products
3400,0.7,Vegetables and Vegetable Products
3401,0.17,Vegetables and Vegetable Products
3402,0.49,Vegetables and Vegetable Products
3403,0.42,Vegetables and Vegetable Products
3404,0.38,Vegetables and Vegetable Products
3405,0.79,Vegetables and Vegetable Products
3406,0.24,Vegetables and Vegetable Products
3407,0.18,Vegetables and Vegetable Products
3408,0.24,Vegetables and Vegetable Products
3409,0.31,Vegetables and Vegetable Products
3410,0.3,Vegetables and Vegetable Products
3411,0.06,Vegetables and Vegetable Products
3412,0.33,Vegetables and Vegetable Products
3413,0.87,Vegetables and Vegetable Products
3414,1.33,Vegetables and Vegetable Products
3415,0.15,Vegetables and Vegetable Products
3416,0.2,Vegetables and Vegetable Products
3417,0.11,Vegetables and Vegetable Products
3418,0.31,Vegetables and Vegetable Products
3419,0.43,Vegetables and Vegetable Products
3420,0.49,Vegetables and Vegetable Products
3421,0.21,Vegetables and Vegetable Products
3422,0.07,Vegetables and Vegetable Products
3423,0.09,Vegetables and Vegetable Products
3424,0.26,Vegetables and Vegetable Products
3425,0.37,Vegetables and Vegetable Products
3426,0.49,Vegetables and Vegetable Products
3427,1.19,Vegetables and Vegetable Products
3428,0.7,Vegetables and Vegetable Products
3429,0.71,Vegetables and Vegetable Products
3430,0.67,Vegetables and Vegetable Products
3431,0.78,Vegetables and Vegetable Products
3432,0.58,Vegetables and Vegetable Products
3433,0.45,Vegetables and Vegetable Products
3434,0.29,Vegetables and Vegetable Products
3435,0.26,Vegetables and Vegetable Products
3436,0.17,Vegetables and Vegetable Products
3437,0.25,Vegetables and Vegetable Products
3438,0.12,Vegetables and Vegetable Products
3439,0.12,Vegetables and Vegetable Products
3440,0.12,Vegetables and Vegetable Products
3441,0.05,Vegetables and Vegetable Products
3442,0.82,Vegetables and Vegetable Products
3443,0.19,Vegetables and Vegetable Products
3444,0.36,Vegetables and Vegetable Products
3445,0.29,Vegetables and Vegetable Products
3446,0.49,Vegetables and Vegetable Products
3447,0.3,Vegetables and Vegetable Products
3448,0.44,Vegetables and Vegetable Products
3449,0.27,Vegetables and Vegetable Products
3450,0.36,Vegetables and Vegetable Products
3451,0.33,Vegetables and Vegetable Products
3452,0.51,Vegetables and Vegetable Products
3453,0.25,Vegetables and Vegetable Products
3454,0.41,Vegetables and Vegetable Products
3455,0.38,Vegetables and Vegetable Products
3456,0.35,Vegetables and Vegetable Products
3457,0.69,Vegetables and Vegetable Products
3458,0.4,Vegetables and Vegetable Products
3459,0.23,Vegetables and Vegetable Products
3460,0.17,Vegetables and Vegetable Products
3461,0.1,Vegetables and Vegetable Products
3462,0.2,Vegetables and Vegetable Products
3463,0.17,Vegetables and Vegetable Products
3464,0.13,Vegetables and Vegetable Products
3465,0.12,Vegetables and Vegetable Products
3466,0.3,Vegetables and Vegetable Products
3467,0.91,Vegetables and Vegetable Products
3468,0.76,Vegetables and Vegetable Products
3469,0.42,Vegetables and Vegetable Products
3470,0.49,Vegetables and Vegetable Products
3471,0.39,Vegetables and Vegetable Products
3472,0.22,Vegetables and Vegetable Products
3473,0.34,Vegetables and Vegetable Products
3474,0.24,Vegetables and Vegetable Products
3475,0.33,Vegetables and Vegetable Products
3476,0.2,Vegetables and Vegetable Products
3477,0.22,Vegetables and Vegetable Products
3478,0.17,Vegetables and Vegetable Products
3479,0.11,Vegetables and Vegetable Products
3480,0.13,Vegetables and Vegetable Products
3481,0.12,Vegetables and Vegetable Products
3482,0.15,Vegetables and Vegetable Products
3483,0.1,Vegetables and Vegetable Products
3484,0.2,Vegetables and Vegetable Products
3485,0.63,Vegetables and Vegetable Products
3486,0.45,Vegetables and Vegetable Products
3487,0.16,Vegetables and Vegetable Products
3488,0.26,Vegetables and Vegetable Products
3489,0.32,Vegetables and Vegetable Products
3490,0.2,Vegetables and Vegetable Products
3491,0.3,Vegetables and Vegetable Products
3492,0.27,Vegetables and Vegetable Products
3493,0.21,Vegetables and Vegetable Products
3494,0.54,Vegetables and Vegetable Products
3495,0.1,Vegetables and Vegetable Products
3496,0.14,Vegetables and Vegetable Products
3497,0.12,Vegetables and Vegetable Products
3498,0.11,Vegetables and Vegetable Products
3499,0.36,Vegetables and Vegetable Products
3500,0.2,Vegetables and Vegetable Products
3501,0.2,Vegetables and Vegetable Products
3502,0.14,Vegetables and Vegetable Products
3503,0.41,Vegetables and Vegetable Products
3504,0.37,Vegetables and Vegetable Products
3505,0.49,Vegetables and Vegetable Products
3506,0.59,Vegetables and Vegetable Products
3507,0.28,Vegetables and Vegetable Products
3508,0.2,Vegetables and Vegetable Products
3509,0.15,Vegetables and Vegetable Products
3510,0.36,Vegetables and Vegetable Products
3511,0.45,Vegetables and Vegetable Products
3512,0.54,Vegetables and Vegetable Products
3513,0.54,Vegetables and Vegetable Products
3514,0.36,Vegetables and Vegetable Products
3515,0.36,Vegetables and Vegetable Products
3516,0.31,Vegetables and Vegetable Products
3517,0.56,Vegetables and Vegetable Products
3518,0.53,Vegetables and Vegetable Products
3519,0.46,Vegetables and Vegetable Products
3520,0.46,Vegetables and Vegetable Products
3521,0.37,Vegetables and Vegetable Products
3522,0.4,Vegetables and Vegetable Products
3523,0.4,Vegetables and Vegetable Products
3524,0.7,Vegetables and Vegetable Products
3525,0.63,Vegetables and Vegetable Products
3526,0.63,Vegetables and Vegetable Products
3527,0.18,Vegetables and Vegetable Products
3528,0.06,Vegetables and Vegetable Products
3529,0.05,Vegetables and Vegetable Products
3530,0.05,Vegetables and Vegetable Products
3531,0.15,Vegetables and Vegetable Products
3533,1.04,Vegetables and Vegetable Products
3534,2.1,Vegetables and Vegetable Products
3535,0.17,Vegetables and Vegetable Products
3536,1.6,Vegetables and Vegetable Products
3537,0.32,Vegetables and Vegetable Products
3538,0.31,Vegetables and Vegetable Products
3539,0.24,Vegetables and Vegetable Products
3540,0.18,Vegetables and Vegetable Products
3541,2.41,Vegetables and Vegetable Products
3542,0.29,Vegetables and Vegetable Products
3543,0.29,Vegetables and Vegetable Products
3544,0.27,Vegetables and Vegetable Products
3545,0.17,Vegetables and Vegetable Products
3546,1.1,Vegetables and Vegetable Products
3547,0.1,Vegetables and Vegetable Products
3548,0.52,Vegetables and Vegetable Products
3549,0.65,Vegetables and Vegetable Products
3550,0.12,Vegetables and Vegetable Products
3551,0.02,Vegetables and Vegetable Products
3552,0.19,Vegetables and Vegetable Products
3553,0.21,Vegetables and Vegetable Products
3554,0.14,Vegetables and Vegetable Products
3555,0.02,Vegetables and Vegetable Products
3556,0.1,Vegetables and Vegetable Products
3557,0.08,Vegetables and Vegetable Products
3558,0.17,Vegetables and Vegetable Products
3559,0.65,Vegetables and Vegetable Products
3560,0.17,Vegetables and Vegetable Products
3561,0.62,Vegetables and Vegetable Products
3562,0.83,Vegetables and Vegetable Products
3563,0.22,Vegetables and Vegetable Products
3564,1.99,Vegetables and Vegetable Products
3565,0.78,Vegetables and Vegetable Products
3566,0.2,Vegetables and Vegetable Products
3567,0.11,Vegetables and Vegetable Products
3568,0.47,Vegetables and Vegetable Products
3569,0.17,Vegetables and Vegetable Products
3570,1.15,Vegetables and Vegetable Products
3571,1.02,Vegetables and Vegetable Products
3572,0.25,Vegetables and Vegetable Products
3573,0.21,Vegetables and Vegetable Products
3574,0.64,Vegetables and Vegetable Products
3575,0.63,Vegetables and Vegetable Products
3576,0.63,Vegetables and Vegetable Products
3577,0.39,Vegetables and Vegetable Products
3578,0.14,Vegetables and Vegetable Products
